customer_id,gender,age,country,city,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn
13616,Male,31,Bangladesh,Dhaka,2023-04-23 00:00:00,2023-08-15 00:00:00,Referral,Tablet,Annual,1,20,10.9630655606749,3.12986911501393,0.07,0.21,18.6348277522014,87.3028566810304,1,NEW20,1,0,2,BKash,3,10,14.73,915.325245033539,5,1
13617,Female,50,Bangladesh,Mumbai,2023-07-03 00:00:00,2024-12-31 00:00:00,Referral,Tablet,Monthly,0,11,6.07278502682891,3.98680172464285,0.97,0.17,661.968153927296,56.712612817088,1,,2,0,4,BKash,4,1,13.88,1738.70361232384,4,0
13618,Female,39,India,New York,2023-04-25 00:00:00,2023-03-20 00:00:00,Organic,Tablet,Monthly,0,14,6.6493580006457,4.70218265458301,0.9,0.01,417.801936861802,78.0569015020603,1,REF10,2,0,7,Card,4,10,23.19,300.675906250049,3,0
13619,Female,29,India,Hamburg,2024-02-15 00:00:00,2023-12-12 00:00:00,Google Ads,Tablet,Annual,0,14,10.9762214672331,3.99710032853507,0.51,0.18,676.299428071005,53.9070945808198,0,,0,1,1,UPI,3,10,28.2,235.527568156642,13,0
13620,Male,40,Bangladesh,New York,2023-02-12 00:00:00,2023-05-20 00:00:00,Email,Tablet,Annual,0,14,11.4976842921121,1.41536302467763,0.11,0.09,344.356162521262,90.0420780981171,1,REF10,0,0,4,BKash,4,8,29.15,1090.44197932931,1,0
13621,Female,32,UK,New York,2022-03-09 00:00:00,2024-06-19 00:00:00,Email,Tablet,Monthly,0,16,8.69411099682701,5.58221107295015,1,0.09,69.5907112238475,43.5571203435498,1,REF10,4,0,5,SEPA,5,1,16.26,2500.85119213661,6,0
13622,Male,15,Germany,London,2022-11-04 00:00:00,2025-01-09 00:00:00,Referral,Desktop,Monthly,0,21,5.01176445881978,4.22230270485501,0.25,0.02,588.242649577817,38.6621739089448,0,REF10,2,0,3,PayPal,3,6,26.45,867.185640733782,12,0
13623,Male,44,USA,Dhaka,2022-10-29 00:00:00,2023-10-16 00:00:00,Referral,Mobile,Annual,1,21,7.29109823631006,1.8894576945864,0.67,0.06,959.701309496968,42.0315539395615,1,SALE15,2,0,4,SEPA,3,3,14.72,498.760062444112,8,0
13624,Female,46,USA,London,2022-09-30 00:00:00,2023-11-25 00:00:00,Email,Tablet,Annual,0,11,5.31378589299925,5.55856919035835,0.16,0.18,588.750957350339,90.6919726592559,1,NEW20,1,0,5,Card,,0,27.08,2041.86598225687,4,0
13625,Male,53,India,London,2023-06-17 00:00:00,2024-03-05 00:00:00,Facebook Ads,Tablet,Monthly,0,20,12.5075154455182,4.19948549906025,0.85,0.26,,69.1811800872991,0,NEW20,0,0,8,UPI,5,0,20.62,1394.98822292012,6,0
13626,Male,39,USA,Mumbai,2023-07-14 00:00:00,2023-04-10 00:00:00,Organic,Tablet,Monthly,0,12,8.43910218528541,5.19862634876529,0.43,0.12,680.022369321729,4.49210659525804,0,,3,0,2,BKash,3,5,26.88,2250.87422105736,3,0
13627,Male,33,UK,Berlin,2024-02-16 00:00:00,2024-08-23 00:00:00,Referral,Desktop,Annual,1,17,7.29100654050008,3.64009975892665,0.88,0.46,475.661018762891,104.73945404952,1,REF10,2,1,6,UPI,,9,5.66,1292.43739089289,13,0
13628,Female,43,USA,Mumbai,2024-02-03 00:00:00,2023-01-07 00:00:00,Referral,Tablet,Monthly,0,19,6.09739522051848,2.25056378247619,0.52,0.23,445.285897005591,65.9493856937802,1,SALE15,2,0,1,SEPA,2,8,25.67,182.73635891586,2,1
13629,Female,43,Bangladesh,Hamburg,2023-03-29 00:00:00,2023-06-20 00:00:00,Email,Desktop,Monthly,1,21,1.62528233990771,2.80255957754607,0.24,0.04,520.585919701017,33.674901352393,1,,3,0,3,BKash,5,0,18.69,2311.77308827574,1,0
13630,Female,,India,Berlin,2023-06-01 00:00:00,2023-09-20 00:00:00,Facebook Ads,Desktop,Monthly,0,16,6.74768069727375,4.25092657663887,0.17,0.12,758.798673383889,52.0655405413003,1,REF10,2,0,3,PayPal,4,6,9.58,1672.79339337771,9,0
13631,Female,35,USA,Mumbai,2023-04-23 00:00:00,2024-01-07 00:00:00,Email,Mobile,Monthly,1,14,8.03902000639634,3.28501294092797,0.1,0.18,239.107112328333,69.9067615866978,0,SALE15,1,0,1,PayPal,4,4,15.94,779.629386256249,0,0
13632,Male,33,Germany,Mumbai,2023-06-02 00:00:00,2024-06-27 00:00:00,Referral,Desktop,Monthly,1,16,5.33217888407858,3.05896487443067,0.22,0.36,829.297294526723,55.3382312540406,0,NEW20,2,0,3,Card,4,0,28.22,1340.51964396803,2,0
13633,Female,28,India,London,2024-01-12 00:00:00,2024-12-25 00:00:00,Email,Mobile,Monthly,1,16,10.3743967458926,0.527184108318158,0.74,0.05,626.145914083064,38.6110710897063,0,SALE15,2,1,1,SEPA,4,5,27,438.935871693245,1,0
13634,Male,40,UK,Mumbai,2024-08-25 00:00:00,2024-05-11 00:00:00,Organic,Tablet,Annual,0,13,4.45718763313562,2.10970302616564,0.08,0.08,111.069874498441,59.6807509746198,0,,1,0,2,UPI,3,9,5.91,1494.14408330028,6,0
13635,Male,20,Bangladesh,Delhi,2024-08-01 00:00:00,2023-02-28 00:00:00,Referral,Tablet,Monthly,0,11,8.52242075037576,2.91180510489377,0.2,0.31,458.787931455707,46.5779211331791,0,,2,0,5,UPI,5,7,26.03,1561.88415195104,6,0
13636,Female,43,USA,Hamburg,2022-02-15 00:00:00,2023-12-01 00:00:00,Referral,Tablet,Annual,0,9,9.67341482227097,4.81900850496926,0.15,0.17,452.914879779545,35.4545754609676,1,,0,0,2,SEPA,3,4,24.85,1800.49488087914,6,0
13637,Other,41,Bangladesh,Hamburg,2023-09-01 00:00:00,2023-01-30 00:00:00,Referral,Tablet,Annual,0,9,7.32159855905798,4.64573819500546,0.3,0.32,84.650126521514,33.0124629740045,1,NEW20,0,1,6,UPI,3,9,21.05,1208.65512980114,7,1
13638,Male,41,UK,Delhi,2023-09-16 00:00:00,2023-09-17 00:00:00,Referral,Desktop,Annual,1,18,4.86312032970548,4.56152557451195,0.57,0.28,434.137568179842,52.4386915883162,0,SALE15,0,0,1,PayPal,2,8,26.45,1681.64460356146,12,1
13639,Male,36,USA,Delhi,2023-12-20 00:00:00,2024-06-29 00:00:00,Referral,Mobile,Annual,0,22,7.60511986779292,5.18194466875717,0.11,0.14,583.121560888545,8.15161389269912,1,NEW20,6,1,4,UPI,4,4,10.07,300.856282567642,1,1
13640,Male,50,India,Mumbai,2024-05-18 00:00:00,2023-05-17 00:00:00,Google Ads,Desktop,Monthly,0,13,4.80376328308636,4.78402594232895,0.39,0.3,694.816774916949,52.5130421939241,0,SALE15,0,1,5,SEPA,4,0,10.17,604.053924045327,12,0
13641,Male,44,India,London,2023-04-02 00:00:00,2023-11-12 00:00:00,Google Ads,Tablet,Monthly,1,15,7.63412560522434,2.20737204781728,0.81,0.34,369.642900438327,88.6650815770587,0,SALE15,4,0,3,Card,4,8,10.34,75.8018395260961,12,0
13642,Other,29,Germany,Hamburg,2023-03-23 00:00:00,2024-04-04 00:00:00,Email,Desktop,Annual,0,13,8.82899320442802,3.63757337355467,0.04,0.5,1056.76261474523,58.8158225809508,0,REF10,2,0,2,UPI,3,5,28.22,1390.27095623765,6,0
13643,Female,29,UK,Dhaka,2023-10-05 00:00:00,2025-01-03 00:00:00,Google Ads,Tablet,Monthly,0,12,7.77769736036846,4.02886551133703,0.34,0.12,791.12341532758,40.4855770596275,0,,3,0,6,SEPA,3,6,9.17,1552.00396076716,11,0
13644,Female,26,USA,Delhi,2023-11-02 00:00:00,2024-02-12 00:00:00,Referral,Mobile,Annual,0,13,5.6628461223608,5.19628694336626,0.08,0.1,486.616768536425,26.979424511466,0,NEW20,4,0,1,UPI,3,8,23.46,2022.16979519235,8,0
13645,Female,41,Bangladesh,Berlin,2023-01-14 00:00:00,2024-09-18 00:00:00,Referral,Desktop,Annual,0,12,6.28970917718204,2.40474412048011,0.72,0.33,1217.64251060687,13.9732034048817,0,,2,0,1,BKash,5,4,13.36,1781.69637268501,4,0
13646,Male,25,Bangladesh,New York,2023-09-07 00:00:00,2023-07-02 00:00:00,Referral,Mobile,Annual,0,18,12.6283509264427,3.18495141311567,0.97,0.2,,19.7641475382037,1,,1,0,2,UPI,4,5,9.02,1115.85620429172,11,0
13647,Female,95,USA,New York,2023-10-09 00:00:00,2023-09-04 00:00:00,Google Ads,Desktop,Annual,1,9,12.6374161353855,4.6607712015666,0.06,0.26,7364.56716892482,26.3178437687503,0,REF10,2,0,1,Card,4,9,30,2273.8250819127,8,0
13648,Male,,UK,London,2022-01-16 00:00:00,2023-01-29 00:00:00,Google Ads,Mobile,Monthly,0,12,7.13679972896243,3.75949486207589,0.55,0.19,603.120280963292,60.4638568551048,0,NEW20,0,1,4,UPI,4,1,28.42,276.354756403457,7,0
13649,Female,26,UK,New York,2023-05-23 00:00:00,2023-11-06 00:00:00,Facebook Ads,Desktop,Monthly,0,13,6.12213427836577,6.498079046812,0.16,0.03,668.669369174004,64.6574227324415,0,REF10,3,0,5,Card,4,0,26.53,2312.07585424629,2,0
13650,,33,Bangladesh,Hamburg,2023-08-27 00:00:00,2023-06-28 00:00:00,Referral,Desktop,Annual,0,20,7.58928514392766,2.51896087100604,0.93,0.26,493.915826996641,55.5965395704057,0,,2,1,4,UPI,,9,8.61,799.916229170396,9,0
13651,Female,,USA,London,2023-01-13 00:00:00,2024-05-19 00:00:00,Facebook Ads,Tablet,Monthly,0,12,4.27199156514843,5.40274983964138,0.01,0.17,381.284256864269,29.9516017608364,0,REF10,1,0,2,Card,1,3,11.66,1473.50091374274,3,0
13652,Male,44,USA,New York,2024-01-09 00:00:00,2024-01-12 00:00:00,Facebook Ads,Desktop,Annual,0,16,5.88513615102579,3.83282024152839,0.38,0.22,589.776201475414,46.374291581224,0,REF10,1,0,2,BKash,3,4,7.14,475.913942419092,2,0
13653,Female,51,Bangladesh,Dhaka,2023-10-17 00:00:00,2023-10-05 00:00:00,Facebook Ads,Mobile,Annual,1,15,10.5013055151195,3.34142614228619,0.72,0.24,366.374331904721,47.4541984303776,1,REF10,3,0,4,SEPA,4,0,5.3,1658.1404302436,6,0
13654,Male,18,USA,Dhaka,2024-02-14 00:00:00,2024-04-27 00:00:00,Referral,Mobile,Monthly,1,9,11.2477860632078,5.18369091532354,0.66,0.4,267.763115236523,8.24634499078731,0,,2,0,2,PayPal,4,3,17.68,1377.00138116113,7,0
13655,Male,32,USA,Dhaka,2022-12-21 00:00:00,2023-10-03 00:00:00,Google Ads,Mobile,Annual,0,11,11.3847352218451,7.42230406563328,0.44,0.49,448.369817409068,77.8008694571258,0,SALE15,1,0,5,PayPal,3,7,23.06,65.3704111612835,3,0
13656,Male,32,India,Dhaka,2023-09-16 00:00:00,2023-10-20 00:00:00,Referral,Tablet,Annual,0,14,3.67689714304895,0.0415064094412374,0.51,0.43,291.352171884018,27.2779946571747,1,REF10,0,0,4,PayPal,4,7,9.59,903.091693331782,2,0
13657,Male,21,India,Delhi,2023-04-24 00:00:00,2023-05-08 00:00:00,Google Ads,Mobile,Annual,0,16,8.98493376280651,3.08362985985491,0.15,0.21,,111.65851693221,0,,2,0,3,Card,4,10,25.23,1934.91905927075,4,0
13658,Female,30,Germany,Hamburg,2024-07-22 00:00:00,2025-01-14 00:00:00,Referral,Tablet,Monthly,0,26,8.93483381371603,1.77891037427505,0.16,0.13,359.753085418582,70.8717191414996,1,,3,0,5,SEPA,5,3,27.56,1788.29390705817,7,0
13659,Female,39,Germany,Berlin,2023-01-27 00:00:00,2023-11-03 00:00:00,Organic,Mobile,Annual,0,19,6.2455424197119,4.22043596601811,0.78,0.19,622.81232378116,37.3318342530805,0,SALE15,0,0,3,SEPA,4,7,19.47,253.799301618563,12,0
13660,Other,32,UK,Dhaka,2024-01-22 00:00:00,2023-03-14 00:00:00,Organic,Tablet,Annual,0,11,11.5121874813034,3.30781517759244,0.45,0.41,732.29531162015,86.5137002153028,1,NEW20,4,1,6,SEPA,,7,24.6,523.203816493812,3,0
13661,Female,20,India,Mumbai,2022-07-03 00:00:00,2024-01-08 00:00:00,Referral,Mobile,Monthly,1,17,14.5397908981866,4.9627017688975,0.4,0.4,135.430718434141,61.7890389324869,1,SALE15,2,1,2,Card,4,4,26.57,1227.02105278507,7,0
13662,Female,64,India,Delhi,2024-09-24 00:00:00,2024-12-26 00:00:00,Referral,Tablet,Annual,0,12,7.15353784139758,1.55998808258905,0.11,0.39,434.911286703642,40.607244629182,1,SALE15,2,0,5,PayPal,5,2,11.13,1419.45982174256,3,0
13663,Male,,India,London,2023-04-09 00:00:00,2024-03-09 00:00:00,Referral,Desktop,Annual,1,12,12.5294529273301,2.23823962145853,0.75,0.16,330.283911604847,92.6976804813757,1,REF10,2,1,2,UPI,3,2,12.73,1707.11510406777,10,0
13664,Male,36,India,New York,2023-09-02 00:00:00,2024-12-20 00:00:00,Organic,Mobile,Annual,0,17,4.60840554371173,3.23012189457516,0.53,0.26,336.904969077811,68.3013719137546,1,,2,0,2,Card,4,10,17.56,519.541379334407,3,0
13665,Female,24,UK,New York,2023-01-20 00:00:00,2023-03-03 00:00:00,Referral,Tablet,Monthly,0,15,7.37419740340227,2.3978105758895,0.62,0.44,1347.9630909985,33.3023667228148,1,,1,0,5,Card,5,3,28.36,897.00340709267,9,0
13666,Male,38,Bangladesh,Delhi,2023-10-21 00:00:00,2025-02-02 00:00:00,Email,Tablet,Annual,1,20,8.43174899947161,0.695870646447292,0.3,0.19,786.106104018754,99.2808524639069,1,SALE15,0,0,4,Card,3,6,12.83,590.088211073202,3,0
13667,Female,33,UK,Mumbai,2023-12-19 00:00:00,2023-02-13 00:00:00,Email,Tablet,Monthly,0,14,12.9798993057484,3.6729064841122,0.18,0.25,379.369124889265,46.8770632037051,1,REF10,4,0,0,PayPal,3,5,6.82,2750.01982059467,12,0
13668,Male,16,Bangladesh,Mumbai,2023-06-15 00:00:00,2024-01-05 00:00:00,Email,Tablet,Monthly,0,12,3.86306097400046,4.66980710316833,0.65,0.21,355.815334240264,60.5618646885231,0,,3,1,3,PayPal,3,4,20.1,2686.91133220218,3,0
13669,Male,24,Germany,New York,2022-03-28 00:00:00,2025-03-01 00:00:00,Referral,Mobile,Monthly,1,23,13.1148804154183,3.68521937979813,0.54,0.07,266.22196007801,75.3157540880283,0,,0,1,4,BKash,4,5,25.77,1689.76519179912,9,0
13670,Male,43,India,Mumbai,2024-02-11 00:00:00,2024-06-06 00:00:00,Facebook Ads,Tablet,Annual,0,14,3.34186248358713,6.37700003025758,0.04,0.42,39.0121485666143,54.9923393401784,1,,2,0,3,SEPA,3,3,11.28,2625.67409960523,8,0
13671,Male,54,Bangladesh,Dhaka,2022-07-11 00:00:00,2024-11-24 00:00:00,Facebook Ads,Mobile,Monthly,0,13,10.8707668476691,3.88822604766944,0.05,0.25,726.538827530532,75.2339290905553,1,,2,0,3,Card,4,6,6.29,581.285298825484,8,0
13672,Male,39,UK,Hamburg,2024-09-20 00:00:00,2024-11-25 00:00:00,Google Ads,Desktop,Monthly,0,17,8.42281127102796,4.77916645516608,0.97,0.42,279.505676504492,54.1198263606958,0,REF10,2,0,2,UPI,5,9,25.2,807.948972277549,7,0
13673,Female,46,Bangladesh,New York,2023-10-04 00:00:00,2023-03-02 00:00:00,Email,Desktop,Annual,0,7,11.478817431559,4.10728533943128,0.32,0.25,611.039195032412,26.6769181372481,1,,3,0,0,UPI,4,8,15.73,1056.64353298949,14,0
13674,Male,33,USA,Dhaka,2022-07-23 00:00:00,2024-04-27 00:00:00,Organic,Desktop,Monthly,1,18,8.31805704902553,4.50769156271703,0.94,0.12,514.547193405998,62.6750856260053,0,,2,1,1,BKash,5,5,27.87,2104.74494854361,0,0
13675,Female,,Germany,Dhaka,2022-01-23 00:00:00,2023-06-29 00:00:00,Email,Mobile,Annual,0,16,8.69863481132988,4.57554730405167,0.57,0.02,446.382974123887,73.7869666933311,0,NEW20,2,1,8,BKash,5,7,27.03,360.043334863178,7,0
13676,Male,46,Germany,New York,2023-11-27 00:00:00,2024-09-26 00:00:00,Email,Desktop,Monthly,0,19,5.3362471545458,5.42757173265737,0.18,0.24,507.946460323486,72.9991950010554,0,NEW20,2,0,3,PayPal,1,5,16.45,1653.66250432213,7,1
13677,Male,,India,Hamburg,2023-09-11 00:00:00,2023-01-22 00:00:00,Google Ads,Mobile,Annual,0,14,12.2150073405967,3.2792937479331,0.44,0.27,,91.5466870384581,1,,3,0,3,Card,1,2,7.72,2102.57443210442,6,1
13678,Male,48,India,Delhi,2023-05-16 00:00:00,2024-05-29 00:00:00,Email,Desktop,Annual,0,19,7.17740890078499,3.76424942011439,0.75,0.2,579.024600563357,30.2897139704478,1,SALE15,3,0,3,Card,5,3,18.62,574.61061085343,1,0
13679,Female,24,UK,London,2023-08-17 00:00:00,2025-01-20 00:00:00,Facebook Ads,Desktop,Monthly,1,19,12.7949047922259,3.87315905175537,0.95,0.19,840.864828468506,36.7492976605409,1,,2,0,2,SEPA,4,10,8.21,1497.24286996143,11,0
13680,Male,34,Bangladesh,Delhi,2023-04-25 00:00:00,2024-12-16 00:00:00,Organic,Mobile,Annual,0,16,7.85476362505741,3.79143267577093,0.97,0.1,831.37221172553,90.371646256214,0,NEW20,1,1,1,SEPA,4,8,15.99,1900.25396262402,13,0
13681,Female,38,USA,Berlin,2024-08-04 00:00:00,2025-01-27 00:00:00,Facebook Ads,Desktop,Annual,1,19,10.482529825121,2.76405247488396,0.27,0.42,,88.447373826128,1,SALE15,5,0,6,PayPal,5,4,29.24,2037.34289447223,9,1
13682,Male,32,Germany,Berlin,2024-04-28 00:00:00,2024-11-28 00:00:00,Email,Mobile,Monthly,1,12,3.71816395836132,0.964968211037562,0.2,0.13,660.561013042852,6.87262935554782,1,SALE15,2,1,5,BKash,3,4,20.58,1251.71501536627,2,0
13683,Female,39,Bangladesh,Dhaka,2022-06-08 00:00:00,2024-11-13 00:00:00,Referral,Mobile,Monthly,0,12,6.99623138955927,2.02251856970377,0.6,0.33,,71.5139951310923,0,,2,0,0,UPI,2,7,16.91,783.440335870554,3,1
13684,Male,43,USA,Dhaka,2022-11-10 00:00:00,2024-07-26 00:00:00,Organic,Desktop,Monthly,0,17,6.54307809887439,5.02332119691711,0.08,0.47,895.355419036908,109.04760944159,0,SALE15,2,0,5,PayPal,,7,24.32,2530.00141611548,1,0
13685,Female,45,Bangladesh,Delhi,2024-07-20 00:00:00,2023-12-15 00:00:00,Organic,Mobile,Annual,1,18,7.9762173500656,4.58563288684046,0.69,0.01,383.681970774196,53.2098385928892,1,,1,0,3,BKash,3,3,5.87,1393.36152359481,11,0
13686,Female,52,India,Hamburg,2024-09-12 00:00:00,2024-07-18 00:00:00,Google Ads,Tablet,Monthly,1,15,3.42851917642028,4.23799515260813,0.59,0.41,255.24130342405,35.4118265775705,0,SALE15,1,0,3,UPI,5,5,12.64,1154.6129031951,10,0
13687,Other,32,Germany,Delhi,2022-09-25 00:00:00,2024-11-03 00:00:00,Google Ads,Tablet,Monthly,0,14,8.60728729322975,4.60766261077655,0.3,0.45,224.93530461387,44.2324853574048,1,REF10,2,1,2,SEPA,4,5,9.51,513.793429221076,2,0
13688,Male,21,USA,Dhaka,2023-09-25 00:00:00,2023-08-12 00:00:00,Organic,Desktop,Monthly,0,25,10.9928529852906,4.4272867733293,0.21,0.02,1107.63662378369,7.17985437917734,0,,1,0,4,BKash,4,3,20.93,1945.02036753172,13,0
13689,Male,39,India,Mumbai,2023-11-06 00:00:00,2024-06-20 00:00:00,Organic,Tablet,Annual,0,13,11.2909435435111,6.96057792304215,1,0.41,,76.6556866926453,1,NEW20,0,1,1,SEPA,5,5,13.87,1157.35461756564,4,0
13690,Male,54,UK,London,2024-09-02 00:00:00,2023-11-02 00:00:00,Facebook Ads,Desktop,Annual,1,14,10.0168627804795,4.02298969046434,0.4,0.22,859.026184590596,50.8965777718208,0,,3,0,3,SEPA,,6,18.08,3034.50672346552,0,0
13691,Female,30,UK,London,2022-01-04 00:00:00,2023-10-30 00:00:00,Email,Mobile,Annual,0,14,5.63436383189214,5.76156175787224,0.64,0.14,226.617430853106,37.933079526623,1,,4,0,2,PayPal,3,4,6.75,351.88669026712,7,0
13692,Female,42,India,Berlin,2024-03-06 00:00:00,2024-09-25 00:00:00,Organic,Mobile,Annual,0,26,11.9884508150113,5.17191131606963,0.73,0.03,262.912157546294,74.7048871442376,1,SALE15,5,0,1,UPI,2,4,19.36,2055.89603692647,9,1
13693,Female,42,USA,Mumbai,2022-08-18 00:00:00,2024-11-28 00:00:00,Referral,Tablet,Annual,0,15,6.2636614103942,3.3295374237629,0.92,0.47,491.53561639127,79.2400876710551,1,,2,0,3,UPI,5,1,13.18,625.21628977178,9,0
13694,Male,37,USA,London,2024-03-11 00:00:00,2023-12-22 00:00:00,Email,Tablet,Monthly,0,16,11.0263516113693,2.61555632278595,0.71,0.31,86.6405950664455,30.5965866524286,1,,2,0,4,Card,2,8,11.85,739.555996213508,10,1
13695,Male,35,Germany,New York,2023-04-30 00:00:00,2024-07-31 00:00:00,Organic,Tablet,Monthly,0,12,7.3305003163215,3.52257771556896,0.88,0.09,3.15114595147355,30.3218400733114,1,REF10,3,0,3,BKash,4,7,21.29,2751.21311285593,9,1
13696,Male,26,India,Dhaka,2022-11-26 00:00:00,2024-12-19 00:00:00,Google Ads,Mobile,Annual,0,8,14.5639254424943,3.84129466198512,0.31,0.35,721.26072774122,91.8548955233026,0,SALE15,3,0,3,PayPal,3,5,8.8,1349.45679934015,3,0
13697,,12,UK,Delhi,2024-07-15 00:00:00,2023-09-26 00:00:00,Google Ads,Tablet,Monthly,0,15,7.59498222383447,3.35338603336279,0.07,0.35,87.4186177065136,58.4507042950279,0,NEW20,3,1,1,Card,5,2,14,1790.55041459541,14,1
13698,Female,24,India,Dhaka,2022-07-25 00:00:00,2023-01-15 00:00:00,Google Ads,Desktop,Monthly,0,13,7.82799265415132,3.84540542825172,0.45,0.45,629.596944998047,60.1773964661459,0,,2,0,1,BKash,1,6,18.49,1710.07460337127,7,0
13699,Other,31,Bangladesh,New York,2022-01-05 00:00:00,2024-06-01 00:00:00,Referral,Mobile,Monthly,0,13,6.95001152197573,2.74208378308189,0.82,0.41,506.692663013267,98.6416937439965,0,NEW20,3,0,4,SEPA,5,0,18.59,699.494486543373,12,0
13700,Male,46,USA,London,2024-02-17 00:00:00,2023-09-10 00:00:00,Facebook Ads,Tablet,Monthly,0,16,6.60039058810283,3.46747001371202,0.55,0.18,936.829549345669,46.6770356493961,1,,0,0,3,BKash,4,6,9.39,2194.21000121426,3,0
13701,Female,34,Bangladesh,Dhaka,2022-06-02 00:00:00,2023-03-26 00:00:00,Email,Mobile,Annual,0,14,7.05488451342976,4.07495728210161,0.61,0.25,453.255939133797,84.3964249656436,1,,2,0,2,SEPA,4,10,5.54,27.0455881084836,9,0
13702,Female,30,UK,New York,2023-03-01 00:00:00,2024-07-07 00:00:00,Facebook Ads,Mobile,Annual,0,11,7.47117720998745,3.79784665737702,0.52,0.4,95.4182738776349,94.0414393678227,1,SALE15,6,0,3,BKash,4,0,13.21,876.127281761126,13,0
13703,Male,26,USA,Mumbai,2022-01-17 00:00:00,2024-12-30 00:00:00,Facebook Ads,Desktop,Annual,0,21,8.76244687165955,4.35595529604505,0.03,0.25,878.515275649313,45.4456865561365,1,REF10,2,1,5,PayPal,4,5,21.02,737.767018898419,0,0
13704,Female,42,UK,London,2024-01-25 00:00:00,2023-06-12 00:00:00,Facebook Ads,Desktop,Annual,1,15,4.56779865852817,3.30613672588363,0.35,0.4,201.307612869618,37.0575840824659,1,,1,0,1,UPI,5,3,8.41,229.877904095361,14,0
13705,Other,49,UK,Hamburg,2023-12-02 00:00:00,2023-08-25 00:00:00,Google Ads,Tablet,Monthly,1,12,15.9726798063312,3.17940189900402,0.64,0.4,513.417476852693,72.3489989485748,1,REF10,3,0,3,UPI,4,9,11.69,865.4707920406,13,0
13706,Female,46,UK,Berlin,2022-07-31 00:00:00,2023-03-23 00:00:00,Email,Mobile,Monthly,0,15,10.6472792468147,4.17644601555492,0.34,0.47,373.745312307528,21.7344453191287,1,SALE15,3,0,9,PayPal,4,1,26.73,547.781514255183,9,0
13707,Female,41,Germany,Mumbai,2024-04-07 00:00:00,2025-02-12 00:00:00,Google Ads,Desktop,Monthly,0,18,8.05899970995083,5.20979081433668,0.99,0.06,498.038234610688,24.5271081051917,0,REF10,0,0,3,BKash,4,10,19.7,2405.69523091487,6,0
13708,Male,20,UK,Berlin,2022-10-16 00:00:00,2024-08-12 00:00:00,Facebook Ads,Desktop,Monthly,1,9,3.95913760471364,3.91889284432942,0.13,0.29,799.56779052558,97.6662879653868,1,,1,0,3,SEPA,3,7,9.5,559.943470053056,1,0
13709,Male,31,UK,Berlin,2023-10-11 00:00:00,2024-02-06 00:00:00,Organic,Tablet,Monthly,0,13,4.21362852272841,4.34603028252345,0.73,0.13,644.526309614413,64.9801946381244,1,NEW20,1,0,0,PayPal,5,7,14.26,410.6859194387,5,0
13710,,54,Bangladesh,Mumbai,2022-06-27 00:00:00,2023-05-28 00:00:00,Referral,Mobile,Monthly,0,12,11.4728196247788,4.37395032493076,0.88,0.47,,63.8503542961456,0,REF10,5,0,6,SEPA,,4,15.64,1828.85149898038,10,1
13711,Male,46,Bangladesh,New York,2023-11-02 00:00:00,2024-03-12 00:00:00,Referral,Tablet,Annual,0,13,9.14863616648423,3.86985149965866,0.65,0.42,581.162268888355,48.262248776206,0,SALE15,5,0,1,Card,,1,17.24,1378.51791052191,0,1
13712,Female,20,Bangladesh,New York,2024-06-19 00:00:00,2024-09-12 00:00:00,Facebook Ads,Tablet,Annual,0,14,3.24469786380885,4.98834295539974,0.28,0.15,77.5400860893948,56.679205561875,1,,1,0,2,Card,5,10,27.12,1216.21014490861,8,1
13713,Female,,USA,Delhi,2022-06-23 00:00:00,2024-07-13 00:00:00,Google Ads,Tablet,Annual,1,15,6.53180039753953,4.07895763584744,0.06,0.48,232.657013666512,88.5097293768968,1,,2,0,3,UPI,1,2,19.14,1766.64018277393,1,0
13714,Female,39,Germany,Delhi,2024-09-15 00:00:00,2023-06-04 00:00:00,Email,Mobile,Monthly,0,13,4.58252366325335,5.96291187409748,0.79,0.28,255.00103125505,44.2611826044225,1,,2,0,1,UPI,4,6,8.61,2071.8522148201,10,0
13715,,27,USA,Berlin,2024-01-25 00:00:00,2024-08-10 00:00:00,Google Ads,Mobile,Monthly,0,20,11.3478465811415,3.07449958417303,0.16,0.32,173.437707063967,40.0300106618054,1,SALE15,4,0,3,PayPal,2,1,27.96,2136.8517766868,6,1
13716,Male,12,Germany,Dhaka,2023-09-15 00:00:00,2023-05-09 00:00:00,Email,Tablet,Annual,0,16,11.1808330997439,4.24685596345886,0.68,0.14,551.161661866532,91.8147480236618,0,,3,0,6,SEPA,4,10,12.54,2029.58315794733,14,0
13717,Male,36,Germany,London,2023-10-06 00:00:00,2023-04-29 00:00:00,Organic,Tablet,Annual,1,19,8.27859168716885,3.64618216375233,0.49,0.13,107.903318725273,37.8444324512259,0,,2,0,4,Card,3,5,16.09,724.636068289075,13,1
13718,Male,27,India,Delhi,2022-01-31 00:00:00,2023-09-27 00:00:00,Email,Tablet,Annual,0,15,7.86258979356243,3.43676094214649,0.87,0.49,234.49033908214,44.793324798739,0,REF10,1,0,0,BKash,2,5,8.52,880.237068649353,3,0
